Time(s),CH3V
-5.000000e-07,4.053333e-05
-4.990000e-07,4.780000e-05
-4.980000e-07,5.100000e-05
-4.970000e-07,5.053333e-05
-4.960000e-07,5.253333e-05
-4.950000e-07,4.993333e-05
-4.940000e-07,5.106667e-05
-4.930000e-07,5.180000e-05
-4.920000e-07,6.113333e-05
-4.910000e-07,6.213333e-05
-4.900000e-07,5.313333e-05
-4.890000e-07,4.953333e-05
-4.880000e-07,4.273333e-05
-4.870000e-07,4.753333e-05
-4.860000e-07,4.253333e-05
-4.850000e-07,4.333333e-05
-4.840000e-07,4.626666e-05
-4.830000e-07,5.186666e-05
-4.820000e-07,5.433333e-05
-4.810000e-07,3.693333e-05
-4.800000e-07,3.193333e-05
-4.790000e-07,4.586667e-05
-4.780000e-07,5.560000e-05
-4.770000e-07,5.160000e-05
-4.760000e-07,4.193333e-05
-4.750000e-07,4.273333e-05
-4.740000e-07,4.900000e-05
-4.730000e-07,5.626666e-05
-4.720000e-07,5.593333e-05
-4.710000e-07,4.580000e-05
-4.700000e-07,4.680000e-05
-4.690000e-07,5.960000e-05
-4.680000e-07,4.640000e-05
-4.670000e-07,4.526666e-05
-4.660000e-07,5.333333e-05
-4.650000e-07,5.373333e-05
-4.640000e-07,4.900000e-05
-4.630000e-07,5.273333e-05
-4.620000e-07,5.833333e-05
-4.610000e-07,4.713333e-05
-4.600000e-07,4.046666e-05
-4.590000e-07,5.160000e-05
-4.580000e-07,5.286666e-05
-4.570000e-07,4.600000e-05
-4.560000e-07,5.140000e-05
-4.550000e-07,5.246666e-05
-4.540000e-07,4.500000e-05
-4.530000e-07,4.693333e-05
-4.520000e-07,5.573333e-05
-4.510000e-07,5.646667e-05
-4.500000e-07,5.480000e-05
-4.490000e-07,5.733333e-05
-4.480000e-07,5.006666e-05
-4.470000e-07,4.260000e-05
-4.460000e-07,5.346667e-05
-4.450000e-07,5.800000e-05
-4.440000e-07,5.266667e-05
-4.430000e-07,5.466667e-05
-4.420000e-07,5.680000e-05
-4.410000e-07,4.833333e-05
-4.400000e-07,5.653333e-05
-4.390000e-07,5.073333e-05
-4.380000e-07,4.473333e-05
-4.370000e-07,4.313333e-05
-4.360000e-07,5.206667e-05
-4.350000e-07,5.120000e-05
-4.340000e-07,4.666666e-05
-4.330000e-07,5.406667e-05
-4.320000e-07,5.586667e-05
-4.310000e-07,5.853333e-05
-4.300000e-07,5.806666e-05
-4.290000e-07,5.720000e-05
-4.280000e-07,5.140000e-05
-4.270000e-07,5.706667e-05
-4.260000e-07,6.806666e-05
-4.250000e-07,6.406666e-05
-4.240000e-07,5.693333e-05
-4.230000e-07,5.793333e-05
-4.220000e-07,5.973333e-05
-4.210000e-07,6.600000e-05
-4.200000e-07,7.093333e-05
-4.190000e-07,6.006666e-05
-4.180000e-07,5.546667e-05
-4.170000e-07,5.233333e-05
-4.160000e-07,4.213333e-05
-4.150000e-07,3.840000e-05
-4.140000e-07,4.600000e-05
-4.130000e-07,5.393333e-05
-4.120000e-07,5.813333e-05
-4.110000e-07,6.346666e-05
-4.100000e-07,5.446667e-05
-4.090000e-07,5.206667e-05
-4.080000e-07,6.313333e-05
-4.070000e-07,5.973333e-05
-4.060000e-07,5.200000e-05
-4.050000e-07,5.066667e-05
-4.040000e-07,5.613333e-05
-4.030000e-07,5.473333e-05
-4.020000e-07,5.820000e-05
-4.010000e-07,5.840000e-05
-4.000000e-07,5.346667e-05
-3.990000e-07,5.200000e-05
-3.980000e-07,5.720000e-05
-3.970000e-07,4.653333e-05
-3.960000e-07,4.146666e-05
-3.950000e-07,6.320000e-05
-3.940000e-07,6.426666e-05
-3.930000e-07,5.280000e-05
-3.920000e-07,4.733333e-05
-3.910000e-07,4.220000e-05
-3.900000e-07,3.146666e-05
-3.890000e-07,4.713333e-05
-3.880000e-07,6.586667e-05
-3.870000e-07,5.233333e-05
-3.860000e-07,5.446667e-05
-3.850000e-07,6.273333e-05
-3.840000e-07,5.400000e-05
-3.830000e-07,4.940000e-05
-3.820000e-07,6.033333e-05
-3.810000e-07,6.506666e-05
-3.800000e-07,5.946666e-05
-3.790000e-07,5.080000e-05
-3.780000e-07,5.233333e-05
-3.770000e-07,4.993333e-05
-3.760000e-07,5.220000e-05
-3.750000e-07,7.113333e-05
-3.740000e-07,6.180000e-05
-3.730000e-07,5.806666e-05
-3.720000e-07,6.560000e-05
-3.710000e-07,5.453333e-05
-3.700000e-07,5.633333e-05
-3.690000e-07,6.093333e-05
-3.680000e-07,5.640000e-05
-3.670000e-07,4.953333e-05
-3.660000e-07,5.340000e-05
-3.650000e-07,5.706667e-05
-3.640000e-07,5.380000e-05
-3.630000e-07,5.573333e-05
-3.620000e-07,6.100000e-05
-3.610000e-07,5.886667e-05
-3.600000e-07,6.333333e-05
-3.590000e-07,5.766666e-05
-3.580000e-07,4.800000e-05
-3.570000e-07,5.293333e-05
-3.560000e-07,5.526666e-05
-3.550000e-07,5.186666e-05
-3.540000e-07,5.746667e-05
-3.530000e-07,5.426666e-05
-3.520000e-07,4.033333e-05
-3.510000e-07,4.306667e-05
-3.500000e-07,4.773333e-05
-3.490000e-07,4.513333e-05
-3.480000e-07,4.246667e-05
-3.470000e-07,4.066667e-05
-3.460000e-07,4.553333e-05
-3.450000e-07,4.740000e-05
-3.440000e-07,4.880000e-05
-3.430000e-07,4.233333e-05
-3.420000e-07,4.060000e-05
-3.410000e-07,4.980000e-05
-3.400000e-07,6.126666e-05
-3.390000e-07,4.780000e-05
-3.380000e-07,4.646667e-05
-3.370000e-07,5.893333e-05
-3.360000e-07,5.766666e-05
-3.350000e-07,6.106667e-05
-3.340000e-07,5.013333e-05
-3.330000e-07,4.046666e-05
-3.320000e-07,4.726667e-05
-3.310000e-07,6.606666e-05
-3.300000e-07,6.873333e-05
-3.290000e-07,5.286666e-05
-3.280000e-07,6.713333e-05
-3.270000e-07,5.586667e-05
-3.260000e-07,4.066667e-05
-3.250000e-07,3.960000e-05
-3.240000e-07,3.686667e-05
-3.230000e-07,2.346667e-05
-3.220000e-07,2.926667e-05
-3.210000e-07,5.866666e-05
-3.200000e-07,4.360000e-05
-3.190000e-07,3.046667e-05
-3.180000e-07,2.933333e-05
-3.170000e-07,2.853333e-05
-3.160000e-07,2.966667e-05
-3.150000e-07,3.713333e-05
-3.140000e-07,3.733333e-05
-3.130000e-07,3.280000e-05
-3.120000e-07,4.746667e-05
-3.110000e-07,4.633333e-05
-3.100000e-07,3.726667e-05
-3.090000e-07,3.813333e-05
-3.080000e-07,5.093333e-05
-3.070000e-07,4.866666e-05
-3.060000e-07,4.000000e-05
-3.050000e-07,4.293333e-05
-3.040000e-07,4.400000e-05
-3.030000e-07,3.426666e-05
-3.020000e-07,3.686667e-05
-3.010000e-07,5.373333e-05
-3.000000e-07,5.673333e-05
-2.990000e-07,4.953333e-05
-2.980000e-07,3.866667e-05
-2.970000e-07,4.206667e-05
-2.960000e-07,4.773333e-05
-2.950000e-07,5.160000e-05
-2.940000e-07,6.286667e-05
-2.930000e-07,5.693333e-05
-2.920000e-07,5.413333e-05
-2.910000e-07,4.713333e-05
-2.900000e-07,5.320000e-05
-2.890000e-07,5.486666e-05
-2.880000e-07,4.040000e-05
-2.870000e-07,4.286666e-05
-2.860000e-07,4.173333e-05
-2.850000e-07,3.226667e-05
-2.840000e-07,3.720000e-05
-2.830000e-07,4.686667e-05
-2.820000e-07,3.993333e-05
-2.810000e-07,4.206667e-05
-2.800000e-07,5.160000e-05
-2.790000e-07,3.913333e-05
-2.780000e-07,3.566666e-05
-2.770000e-07,4.480000e-05
-2.760000e-07,4.900000e-05
-2.750000e-07,3.393333e-05
-2.740000e-07,3.566666e-05
-2.730000e-07,4.800000e-05
-2.720000e-07,4.126667e-05
-2.710000e-07,3.706667e-05
-2.700000e-07,4.840000e-05
-2.690000e-07,5.226667e-05
-2.680000e-07,4.460000e-05
-2.670000e-07,5.420000e-05
-2.660000e-07,5.393333e-05
-2.650000e-07,4.713333e-05
-2.640000e-07,5.493333e-05
-2.630000e-07,5.920000e-05
-2.620000e-07,5.253333e-05
-2.610000e-07,5.906666e-05
-2.600000e-07,5.926667e-05
-2.590000e-07,5.253333e-05
-2.580000e-07,4.653333e-05
-2.570000e-07,5.420000e-05
-2.560000e-07,6.106667e-05
-2.550000e-07,4.986667e-05
-2.540000e-07,4.906666e-05
-2.530000e-07,5.200000e-05
-2.520000e-07,5.593333e-05
-2.510000e-07,6.086667e-05
-2.500000e-07,5.640000e-05
-2.490000e-07,4.940000e-05
-2.480000e-07,4.733333e-05
-2.470000e-07,5.480000e-05
-2.460000e-07,5.440000e-05
-2.450000e-07,4.733333e-05
-2.440000e-07,5.806666e-05
-2.430000e-07,6.126666e-05
-2.420000e-07,5.886667e-05
-2.410000e-07,7.066666e-05
-2.400000e-07,6.006666e-05
-2.390000e-07,3.846667e-05
-2.380000e-07,4.626666e-05
-2.370000e-07,5.220000e-05
-2.360000e-07,4.786667e-05
-2.350000e-07,3.913333e-05
-2.340000e-07,4.200000e-05
-2.330000e-07,5.033333e-05
-2.320000e-07,5.620000e-05
-2.310000e-07,6.080000e-05
-2.300000e-07,6.113333e-05
-2.290000e-07,5.346667e-05
-2.280000e-07,4.406667e-05
-2.270000e-07,4.260000e-05
-2.260000e-07,4.573333e-05
-2.250000e-07,4.893333e-05
-2.240000e-07,2.813333e-05
-2.230000e-07,2.693333e-05
-2.220000e-07,3.593333e-05
-2.210000e-07,4.160000e-05
-2.200000e-07,5.800000e-05
-2.190000e-07,5.920000e-05
-2.180000e-07,5.120000e-05
-2.170000e-07,4.153333e-05
-2.160000e-07,5.040000e-05
-2.150000e-07,5.486666e-05
-2.140000e-07,5.426666e-05
-2.130000e-07,6.186667e-05
-2.120000e-07,5.813333e-05
-2.110000e-07,6.360000e-05
-2.100000e-07,6.653333e-05
-2.090000e-07,6.446667e-05
-2.080000e-07,4.720000e-05
-2.070000e-07,4.540000e-05
-2.060000e-07,5.433333e-05
-2.050000e-07,4.780000e-05
-2.040000e-07,5.206667e-05
-2.030000e-07,6.186667e-05
-2.020000e-07,5.980000e-05
-2.010000e-07,4.586667e-05
-2.000000e-07,5.553333e-05
-1.990000e-07,5.480000e-05
-1.980000e-07,4.306667e-05
-1.970000e-07,4.666666e-05
-1.960000e-07,5.900000e-05
-1.950000e-07,5.740000e-05
-1.940000e-07,5.240000e-05
-1.930000e-07,5.740000e-05
-1.920000e-07,4.766666e-05
-1.910000e-07,4.040000e-05
-1.900000e-07,5.100000e-05
-1.890000e-07,4.026667e-05
-1.880000e-07,3.386667e-05
-1.870000e-07,5.566666e-05
-1.860000e-07,6.113333e-05
-1.850000e-07,4.740000e-05
-1.840000e-07,4.946666e-05
-1.830000e-07,5.346667e-05
-1.820000e-07,3.846667e-05
-1.810000e-07,2.840000e-05
-1.800000e-07,4.500000e-05
-1.790000e-07,5.446667e-05
-1.780000e-07,3.540000e-05
-1.770000e-07,2.473333e-05
-1.760000e-07,3.260000e-05
-1.750000e-07,3.933333e-05
-1.740000e-07,3.900000e-05
-1.730000e-07,3.600000e-05
-1.720000e-07,3.653333e-05
-1.710000e-07,3.273333e-05
-1.700000e-07,3.593333e-05
-1.690000e-07,4.353333e-05
-1.680000e-07,4.800000e-05
-1.670000e-07,3.673333e-05
-1.660000e-07,2.800000e-05
-1.650000e-07,4.046666e-05
-1.640000e-07,4.746667e-05
-1.630000e-07,4.173333e-05
-1.620000e-07,3.720000e-05
-1.610000e-07,4.366667e-05
-1.600000e-07,5.066667e-05
-1.590000e-07,5.100000e-05
-1.580000e-07,4.500000e-05
-1.570000e-07,3.926667e-05
-1.560000e-07,4.526666e-05
-1.550000e-07,4.813333e-05
-1.540000e-07,3.833333e-05
-1.530000e-07,3.666666e-05
-1.520000e-07,4.086667e-05
-1.510000e-07,4.740000e-05
-1.500000e-07,4.740000e-05
-1.490000e-07,5.060000e-05
-1.480000e-07,4.526666e-05
-1.470000e-07,3.413333e-05
-1.460000e-07,4.913333e-05
-1.450000e-07,5.333333e-05
-1.440000e-07,4.040000e-05
-1.430000e-07,3.560000e-05
-1.420000e-07,5.500000e-05
-1.410000e-07,5.386666e-05
-1.400000e-07,4.213333e-05
-1.390000e-07,5.446667e-05
-1.380000e-07,6.160000e-05
-1.370000e-07,6.120000e-05
-1.360000e-07,4.800000e-05
-1.350000e-07,4.306667e-05
-1.340000e-07,5.086667e-05
-1.330000e-07,5.393333e-05
-1.320000e-07,5.126667e-05
-1.310000e-07,4.426666e-05
-1.300000e-07,4.826667e-05
-1.290000e-07,5.453333e-05
-1.280000e-07,4.600000e-05
-1.270000e-07,4.253333e-05
-1.260000e-07,4.620000e-05
-1.250000e-07,3.766666e-05
-1.240000e-07,4.446667e-05
-1.230000e-07,6.026667e-05
-1.220000e-07,5.013333e-05
-1.210000e-07,2.866667e-05
-1.200000e-07,3.420000e-05
-1.190000e-07,4.906666e-05
-1.180000e-07,3.766666e-05
-1.170000e-07,3.493333e-05
-1.160000e-07,3.520000e-05
-1.150000e-07,2.826667e-05
-1.140000e-07,2.386667e-05
-1.130000e-07,2.666667e-05
-1.120000e-07,3.120000e-05
-1.110000e-07,2.286667e-05
-1.100000e-07,2.580000e-05
-1.090000e-07,3.533333e-05
-1.080000e-07,3.446667e-05
-1.070000e-07,1.733333e-05
-1.060000e-07,2.466667e-05
-1.050000e-07,2.373333e-05
-1.040000e-07,2.213333e-05
-1.030000e-07,3.806666e-05
-1.020000e-07,3.560000e-05
-1.010000e-07,3.840000e-05
-1.000000e-07,4.080000e-05
-9.900000e-08,4.020000e-05
-9.800000e-08,4.553333e-05
-9.700000e-08,4.173333e-05
-9.600000e-08,3.740000e-05
-9.500000e-08,3.800000e-05
-9.400000e-08,3.700000e-05
-9.300000e-08,4.320000e-05
-9.200000e-08,6.046666e-05
-9.100000e-08,5.786667e-05
-9.000000e-08,4.260000e-05
-8.900000e-08,3.800000e-05
-8.800000e-08,4.686667e-05
-8.700000e-08,4.360000e-05
-8.600000e-08,4.466667e-05
-8.500000e-08,5.333333e-05
-8.400000e-08,5.280000e-05
-8.300000e-08,3.980000e-05
-8.200000e-08,4.440000e-05
-8.100000e-08,4.733333e-05
-8.000000e-08,3.606667e-05
-7.900000e-08,4.273333e-05
-7.800000e-08,4.633333e-05
-7.700000e-08,3.240000e-05
-7.600000e-08,2.486667e-05
-7.500000e-08,3.613333e-05
-7.400000e-08,4.886667e-05
-7.300000e-08,3.773333e-05
-7.200000e-08,2.953333e-05
-7.100000e-08,3.833333e-05
-7.000000e-08,4.020000e-05
-6.900000e-08,3.420000e-05
-6.800000e-08,3.640000e-05
-6.700000e-08,4.160000e-05
-6.600000e-08,5.273333e-05
-6.500000e-08,6.666667e-05
-6.400000e-08,4.853333e-05
-6.300000e-08,3.613333e-05
-6.200000e-08,4.826667e-05
-6.100000e-08,5.960000e-05
-6.000000e-08,5.100000e-05
-5.900000e-08,5.686667e-05
-5.800000e-08,5.800000e-05
-5.700000e-08,4.740000e-05
-5.600000e-08,4.826667e-05
-5.500000e-08,5.886667e-05
-5.400000e-08,5.840000e-05
-5.300000e-08,5.100000e-05
-5.200000e-08,5.680000e-05
-5.100000e-08,6.553334e-05
-5.000000e-08,6.073333e-05
-4.900000e-08,5.346667e-05
-4.800000e-08,5.393333e-05
-4.700000e-08,4.913333e-05
-4.600000e-08,4.180000e-05
-4.500000e-08,4.253333e-05
-4.400000e-08,4.280000e-05
-4.300000e-08,4.993333e-05
-4.200000e-08,5.280000e-05
-4.100000e-08,5.040000e-05
-4.000000e-08,4.013333e-05
-3.900000e-08,3.273333e-05
-3.800000e-08,3.453333e-05
-3.700000e-08,3.213333e-05
-3.600000e-08,3.626667e-05
-3.500000e-08,3.640000e-05
-3.400000e-08,3.766666e-05
-3.300000e-08,3.260000e-05
-3.200000e-08,2.653333e-05
-3.100000e-08,3.140000e-05
-3.000000e-08,2.613333e-05
-2.900000e-08,2.680000e-05
-2.800000e-08,2.380000e-05
-2.700000e-08,2.086667e-05
-2.600000e-08,1.500000e-05
-2.500000e-08,2.213333e-05
-2.400000e-08,2.906667e-05
-2.300000e-08,2.133333e-05
-2.200000e-08,1.900000e-05
-2.100000e-08,2.846667e-05
-2.000000e-08,3.100000e-05
-1.900000e-08,2.593333e-05
-1.800000e-08,3.126667e-05
-1.700000e-08,3.186666e-05
-1.600000e-08,2.220000e-05
-1.500000e-08,2.226667e-05
-1.400000e-08,2.733333e-05
-1.300000e-08,1.840000e-05
-1.200000e-08,1.573333e-05
-1.100000e-08,1.946667e-05
-1.000000e-08,5.333333e-06
